Date;Region;Class;Commodity;Variety;Organic;Environment;Unit;Number of Stores;Weighted Avg Price;Low Price;High Price;% Marked Local
07/16/2021;NATIONAL;FRUITS;CHERRIES;RAINIER;;;per pound;1,777;4.55;;;
07/16/2021;NATIONAL;FRUITS;CHERRIES;RAINIER;Y;;per pound;169;4.33;;;
07/16/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;14,993;3.02;;;
07/16/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;1,02;5.65;;;
07/16/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;410;4.69;3.99;5.99;
07/16/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RAINIER;Y;;per pound;19;7.88;7.88;7.88;
07/16/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,47;3.14;1.99;5.99;
07/16/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;381;5.52;3.99;5.99;
07/16/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;4,76;3.11;1.99;4.99;
07/16/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;531;5.14;4.99;5.99;
07/16/2021;MIDWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;129;4.95;3.99;5.99;
07/16/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,626;2.72;.98;4.99;
07/16/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;438;6.16;4.99;6.99;
07/16/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;374;3.73;2.88;4.99;
07/16/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RAINIER;Y;;per pound;148;3.88;3.88;3.88;
07/16/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,062;2.91;1.67;3.99;
07/16/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;40;6.99;6.99;6.99;
07/16/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;402;4.35;3.99;4.98;
07/16/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,532;3.19;.89;6.99;
07/16/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;78;3.33;2.88;5.98;12
07/16/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RAINIER;Y;;per pound;2;3.88;3.88;3.88;
07/16/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;464;2.49;1.67;4.99;40
07/16/2021;ALASKA;FRUITS;CHERRIES;RAINIER;;;per pound;3;3.28;3.28;3.28;
07/16/2021;HAWAII;FRUITS;CHERRIES;RED VARIETIES;;;per pound;35;4.78;2.99;4.99;
07/16/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;;;per pound;44;4.93;3.28;5.49;
07/16/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;11;4.99;4.99;4.99;
07/23/2021;NATIONAL;FRUITS;CHERRIES;RAINIER;;;per pound;693;5.79;;;
07/23/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;14,723;3.21;;;
07/23/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;385;3.73;;;
07/23/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,739;3.75;1.99;5.99;
07/23/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;114;6.16;5.99;6.99;
07/23/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;26;5.99;5.99;5.99;
07/23/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;4,124;3.38;1.87;4.99;
07/23/2021;MIDWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;217;4.89;3.99;4.99;
07/23/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,901;2.63;1.49;4.99;1
07/23/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;25;4.99;4.99;4.99;
07/23/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,752;2.79;1.47;4.99;
07/23/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;148;2.67;2.67;2.67;
07/23/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;256;5.99;5.99;5.99;
07/23/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,554;3.32;.97;4.99;0
07/23/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;169;6.75;4.98;6.99;
07/23/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;585;2.96;1.67;4.99;11
07/23/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;123;2.77;2.67;2.77;
07/23/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;;;per pound;44;3.95;2.99;5.99;
07/23/2021;HAWAII;FRUITS;CHERRIES;RED VARIETIES;;;per pound;24;5.74;3.99;5.99;
07/30/2021;NATIONAL;FRUITS;CHERRIES;RAINIER;;;per pound;228;5.13;;;
07/30/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;11,341;3.29;;;
07/30/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;232;3.43;;;
07/30/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;7;5.99;5.99;5.99;
07/30/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,198;3.75;1.99;5.99;
07/30/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;26;5.99;5.99;5.99;
07/30/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,791;3.39;1.99;4.99;
07/30/2021;MIDWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;186;4.99;4.99;4.99;
07/30/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,953;2.90;1.69;4.99;1
07/30/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;192;2.69;2.69;2.69;
07/30/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,498;2.91;1.49;4.99;
07/30/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;40;6.99;6.99;6.99;
07/30/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,529;3.27;1.49;4.99;
07/30/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RAINIER;;;per pound;9;4.99;4.99;4.99;100
07/30/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;334;3.35;1.99;4.99;3
07/30/2021;HAWAII;FRUITS;CHERRIES;RED VARIETIES;;;per pound;24;3.99;3.99;3.99;
07/30/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;;;per pound;14;4.90;3.69;4.99;
8/06/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;6,918;3.67;;;
8/06/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;26;4.99;;;
8/06/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;854;3.61;1.99;4.99;
8/06/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,983;3.33;1.95;4.99;
8/06/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;Y;;per pound;26;4.99;4.99;4.99;
8/06/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,349;3.66;1.99;4.99;
8/06/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;808;3.28;1.69;4.99;
8/06/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,425;4.43;1.88;4.99;
8/06/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;472;3.50;1.48;4.29;
8/06/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;;;per pound;27;4.93;3.49;4.99;
08/13/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;3,091;4.03;;;
08/13/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;641;3.96;2.49;4.99;
08/13/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,468;4.14;2.99;5.99;
08/13/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;345;3.80;.99;4.99;
08/13/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;75;4.16;3.88;4.99;
08/13/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;288;3.01;.50;3.99;
08/13/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;244;4.83;3.99;4.99;4
08/13/2021;ALASKA;FRUITS;CHERRIES;RED VARIETIES;;;per pound;30;5.55;2.28;5.99;
08/20/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;2,568;4.13;;;
08/20/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;128;4.69;3.99;4.99;
08/20/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,268;4.08;3.99;4.99;
08/20/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;513;5.31;2.99;5.99;
08/20/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;104;4.51;2.99;5.99;
08/20/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;555;2.96;.99;4.99;
08/27/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,903;4.57;;;
08/27/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;228;3.99;3.99;3.99;
08/27/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;1,164;4.97;3.99;4.99;
08/27/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;385;3.99;1.99;5.99;
08/27/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;40;5.99;5.99;5.99;
08/27/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;63;1.95;1.79;1.99;
08/27/2021;NORTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;23;4.99;4.99;4.99;
9/03/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;560;3.62;;;
9/03/2021;NORTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;190;3.99;3.99;3.99;
9/03/2021;SOUTHEAST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;26;5.99;5.99;5.99;
9/03/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;186;1.99;1.99;1.99;
9/03/2021;SOUTH CENTRAL U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;45;3.99;3.99;3.99;
9/03/2021;SOUTHWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;113;4.99;4.99;4.99;
9/10/2021;NATIONAL;FRUITS;CHERRIES;RED VARIETIES;;;per pound;9;2.99;;;
9/10/2021;MIDWEST U.S.;FRUITS;CHERRIES;RED VARIETIES;;;per pound;9;2.99;2.99;2.99;
